Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Run all test cases,Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:33,11m - 54.041s,FAILED
,,,,,,,
Test Cases/1512117/Dang_Ki_Tai_Khoan/Dang_Ki_Tai_Khoan_Bang_Facebook,Chrome 74.0.3729.157,Dang ki tai khoan thanh cong bang facebook,,5/19/2019 16:21,5/19/2019 16:21,19.740s,PASSED
"openBrowser("""")",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,4.190s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,1.148s,PASSED
"navigateToUrl(""http://localhost:3000/"")",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,1.646s,PASSED
"click(findTestObject(""Object Repository/Page_Spectrum/button_Log in or sign up""))",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,1.354s,PASSED
"click(findTestObject(""Object Repository/Page_Spectrum/span_Sign in with Facebook""))",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,1.362s,PASSED
"setText(findTestObject(""Object Repository/Page_Facebook/input_Password_email""), ""0964224029"")",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,0.193s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Facebook/input_Password_pass""), ""I3EnbNJnE2MiMydZ1/qNCg=="")",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,0.229s,PASSED
"click(findTestObject(""Object Repository/Page_Facebook/input_Password_u_0_2""))",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,1.520s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Log in to Facebook  Facebook/input_Cookies Required_pass""), ""B/u7bd3VjUvO97rjNFqmew=="")",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,0.570s,PASSED
"click(findTestObject(""Object Repository/Page_Log in to Facebook  Facebook/button_Log In""))",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,6.129s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,0.844s,PASSED
,,,,,,,
Test Cases/1512117/Dang_Ki_Tai_Khoan/Dang_Ki_Tai_Khoan_Bang_Github,Chrome 74.0.3729.157,Dang ki tai khoan thanh cong bang github,,5/19/2019 16:21,5/19/2019 16:21,13.504s,PASSED
"openBrowser("""")",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,2.317s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,1.129s,PASSED
"navigateToUrl(""http://localhost:3000/"")",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,1.557s,PASSED
"click(findTestObject(""Page_Spectrum/button_Log in or sign up""))",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,1.386s,PASSED
"click(findTestObject(""Page_Spectrum/span_Sign in with GitHub""))",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,1.380s,PASSED
"setText(findTestObject(""Page_Sign in to GitHub  GitHub/input_Username or email address_login""), ""nguyenminhdong140797@gmail.com"")",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,0.239s,PASSED
"setEncryptedText(findTestObject(""Page_Sign in to GitHub  GitHub/input_Forgot password_password""), ""I3EnbNJnE2MiMydZ1/qNCg=="")",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,0.145s,PASSED
"sendKeys(findTestObject(""Page_Sign in to GitHub  GitHub/input_Forgot password_password""), Keys.chord(ENTER))",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,3.120s,PASSED
"click(findTestObject(""Page_Spectrum/button_Save and Continue""))",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,1.206s,PASSED
"click(findTestObject(""Page_Explore/h2_Find a community""))",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:21,0.767s,PASSED
,,,,,,,
Test Cases/1512117/Tao_Community/Nhap_Thong_Tin_Hop_Le_O_Buoc1,Chrome 74.0.3729.157,Nhap thong tin hop le bat buoc o buoc 1 he thong se chuyen qua buoc 2,,5/19/2019 16:21,5/19/2019 16:22,22.542s,FAILED
"openBrowser("""")",Chrome 74.0.3729.157,,,5/19/2019 16:21,5/19/2019 16:22,3.032s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,1.131s,PASSED
"navigateToUrl(""http://localhost:3000/"")",Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,1.505s,PASSED
"click(findTestObject(""Page_Spectrum/button_Log in or sign up""))",Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,1.476s,PASSED
"click(findTestObject(""Page_Spectrum/span_Sign in with GitHub""))",Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,1.368s,PASSED
"setText(findTestObject(""Page_Sign in to GitHub  GitHub/input_Username or email address_login""), ""nguyenminhdong140797@gmail.com"")",Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,0.202s,PASSED
"setEncryptedText(findTestObject(""Page_Sign in to GitHub  GitHub/input_Forgot password_password""), ""PqnHVQp1d/edAxEk427hdw=="")",Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,0.122s,PASSED
"click(findTestObject(""Page_Sign in to GitHub  GitHub/input_Forgot password_commit""))",Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,0.576s,PASSED
"setEncryptedText(findTestObject(""Page_Sign in to GitHub  GitHub/input_Forgot password_password""), ""I3EnbNJnE2MiMydZ1/qNCg=="")",Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,0.128s,PASSED
"click(findTestObject(""Page_Sign in to GitHub  GitHub/input_Forgot password_commit""))",Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,3.233s,PASSED
"click(findTestObject(""Page_Explore/button_Create a community""))",Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,1.972s,PASSED
"setText(findTestObject(""Object Repository/Page_New community/input_What is your community called_style__StyledInput-sc-17zryot-2 jHXlSy""), ""mycomu1"")",Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,0.894s,PASSED
"setText(findTestObject(""Object Repository/Page_New community/textarea_Describe it in 140 characters or less_style__StyledTextArea-sc-17zryot-3 hSQZHk""), ""d"")",Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,0.131s,PASSED
"setText(findTestObject(""Object Repository/Page_New community/textarea_d""), ""da"")",Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,0.134s,PASSED
"setText(findTestObject(""Object Repository/Page_New community/textarea_da""), ""day"")",Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,0.127s,PASSED
"setText(findTestObject(""Object Repository/Page_New community/textarea_day""), ""day "")",Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,0.182s,PASSED
"setText(findTestObject(""Object Repository/Page_New community/textarea_day_1""), ""day l"")",Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,0.168s,PASSED
"setText(findTestObject(""Object Repository/Page_New community/textarea_day l""), ""day la"")",Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,0.191s,PASSED
"setText(findTestObject(""Object Repository/Page_New community/textarea_day la""), ""day la "")",Chrome 74.0.3729.157,,,5/19/2019 16:22,5/19/2019 16:22,0.197s,PASSED
