Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Run all test cases,Chrome 74.0.3729.157,,,2019-05-19 20:53:49,2019-05-19 21:14:35,20m - 46.351s,FAILED
,,,,,,,
Test Cases/1512389/Do_Post_01,Chrome 74.0.3729.157,,,2019-05-19 20:53:49,2019-05-19 20:55:29,1m - 39.422s,FAILED
"openBrowser(""http://localhost:3000/login"")",Chrome 74.0.3729.157,,,2019-05-19 20:53:50,2019-05-19 20:54:15,25.671s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,2019-05-19 20:54:15,2019-05-19 20:54:21,6.054s,PASSED
"callTestCase(findTestCase(""Login""), [:], CONTINUE_ON_FAILURE)",Chrome 74.0.3729.157,,,2019-05-19 20:54:21,2019-05-19 20:54:53,31.039s,PASSED
"click(findTestObject(""TC_1/Page_Spectrum community/a_postNew Post""))",Chrome 74.0.3729.157,,,2019-05-19 20:54:53,2019-05-19 20:54:56,3.509s,PASSED
"click(findTestObject(""TC_1/Page_New post/select_Choose a communitySpectrumtest_community""))",Chrome 74.0.3729.157,,,2019-05-19 20:54:56,2019-05-19 20:54:58,2.353s,PASSED
"selectOptionByValue(findTestObject(""TC_1/Page_New post/select_Choose a communitySpectrumtest_community""), ""1"", false)",Chrome 74.0.3729.157,,,2019-05-19 20:54:58,2019-05-19 20:55:16,17.752s,FAILED
"setText(findTestObject(""TC_1/Page_New post/Page_New post/text_post""), ""abcd this is test"")",Chrome 74.0.3729.157,,,2019-05-19 20:55:16,2019-05-19 20:55:22,5.696s,FAILED
"click(findTestObject(""TC_1/Page_New post/button_Publish""))",Chrome 74.0.3729.157,,,2019-05-19 20:55:22,2019-05-19 20:55:29,6.851s,PASSED
,,,,,,,
Test Cases/1512389/Do_Post_02,Chrome 74.0.3729.157,,,2019-05-19 20:55:29,2019-05-19 20:56:27,58.054s,PASSED
"openBrowser(""http://localhost:3000/login"")",Chrome 74.0.3729.157,,,2019-05-19 20:55:29,2019-05-19 20:55:43,13.707s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,2019-05-19 20:55:43,2019-05-19 20:55:53,10.582s,PASSED
"callTestCase(findTestCase(""Login""), [:], CONTINUE_ON_FAILURE)",Chrome 74.0.3729.157,,,2019-05-19 20:55:53,2019-05-19 20:56:17,23.482s,PASSED
"click(findTestObject(""TC_1/Page_PostInCommunity/div_clicktopost""))",Chrome 74.0.3729.157,,,2019-05-19 20:56:17,2019-05-19 20:56:21,4.112s,PASSED
"setText(findTestObject(""TC_1/Page_PostInCommunity/input_post""), ""abcd another test"")",Chrome 74.0.3729.157,,,2019-05-19 20:56:21,2019-05-19 20:56:25,3.705s,PASSED
"click(findTestObject(""TC_1/Page_PostInCommunity/button_Post""))",Chrome 74.0.3729.157,,,2019-05-19 20:56:25,2019-05-19 20:56:27,2.194s,PASSED
,,,,,,,
Test Cases/1512389/Leave_Community_01,Chrome 74.0.3729.157,,,2019-05-19 20:56:27,2019-05-19 20:57:28,1m - 1.362s,PASSED
"openBrowser(""http://localhost:3000/login"")",Chrome 74.0.3729.157,,,2019-05-19 20:56:27,2019-05-19 20:56:40,13.269s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,2019-05-19 20:56:40,2019-05-19 20:56:42,2.124s,PASSED
"callTestCase(findTestCase(""Login""), [:], CONTINUE_ON_FAILURE)",Chrome 74.0.3729.157,,,2019-05-19 20:56:42,2019-05-19 20:57:04,21.305s,PASSED
"click(findTestObject(""TC_1/Page_LeaveCommunity/a_exploreExplore""))",Chrome 74.0.3729.157,,,2019-05-19 20:57:04,2019-05-19 20:57:08,4.298s,PASSED
"click(findTestObject(""TC_1/Page_LeaveCommunity/button_Leave community""))",Chrome 74.0.3729.157,,,2019-05-19 20:57:08,2019-05-19 20:57:26,17.894s,PASSED
"click(findTestObject(""TC_1/Page_LeaveCommunity/button_Leave Community (1)""))",Chrome 74.0.3729.157,,,2019-05-19 20:57:26,2019-05-19 20:57:28,2.202s,PASSED
,,,,,,,
Test Cases/1512389/Leave_Community_02,Chrome 74.0.3729.157,,,2019-05-19 20:57:28,2019-05-19 20:58:29,1m - 0.587s,PASSED
"openBrowser(""http://localhost:3000/login"")",Chrome 74.0.3729.157,,,2019-05-19 20:57:28,2019-05-19 20:57:41,12.609s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,2019-05-19 20:57:41,2019-05-19 20:57:43,2.447s,PASSED
"callTestCase(findTestCase(""Login""), [:], CONTINUE_ON_FAILURE)",Chrome 74.0.3729.157,,,2019-05-19 20:57:43,2019-05-19 20:58:06,22.185s,PASSED
"click(findTestObject(""TC_1/Page_Spectrum community/button_Leave community""))",Chrome 74.0.3729.157,,,2019-05-19 20:58:06,2019-05-19 20:58:27,20.952s,PASSED
"click(findTestObject(""TC_1/Page_Spectrum community/button_Leave Community (1)""))",Chrome 74.0.3729.157,,,2019-05-19 20:58:27,2019-05-19 20:58:29,2.129s,PASSED
,,,,,,,
Test Cases/1512389/Like_Post_01,Chrome 74.0.3729.157,,,2019-05-19 20:58:29,2019-05-19 21:00:14,1m - 45.702s,FAILED
"openBrowser(""http://localhost:3000/login"")",Chrome 74.0.3729.157,,,2019-05-19 20:58:29,2019-05-19 20:58:43,14.388s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,2019-05-19 20:58:43,2019-05-19 20:58:45,2.131s,PASSED
"callTestCase(findTestCase(""Login""), [:], CONTINUE_ON_FAILURE)",Chrome 74.0.3729.157,,,2019-05-19 20:58:45,2019-05-19 20:59:06,20.562s,PASSED
"click(findTestObject(""TC_1/Page_SendMessageToAPost/a_post""))",Chrome 74.0.3729.157,,,2019-05-19 20:59:06,2019-05-19 20:59:41,35.159s,FAILED
"click(findTestObject(""TC_1/Page_LikePost/button_likepost""))",Chrome 74.0.3729.157,,,2019-05-19 20:59:41,2019-05-19 21:00:14,33.196s,FAILED
,,,,,,,
