Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Run all test cases,Chrome 74.0.3729.157,,,2019-05-19 17:43:09,2019-05-19 18:14:41,31m - 31.479s,FAILED
,,,,,,,
Test Cases/Tao_Community_001,Chrome 74.0.3729.157,,,2019-05-19 17:43:10,2019-05-19 17:44:28,1m - 17.540s,FAILED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 74.0.3729.157,,,2019-05-19 17:43:11,2019-05-19 17:43:11,0.009s,PASSED
"openBrowser(""http://localhost:3000/"")",Chrome 74.0.3729.157,,,2019-05-19 17:43:11,2019-05-19 17:44:26,1m - 14.885s,FAILED
maximizeWindow(),Chrome 74.0.3729.157,,,2019-05-19 17:44:26,2019-05-19 17:44:26,0.233s,FAILED
"click(findTestObject(""TC_1/Page_Spectrum/button_Create your community""))",Chrome 74.0.3729.157,,,2019-05-19 17:44:26,2019-05-19 17:44:26,0.237s,FAILED
"callTestCase(findTestCase(""Login""), [:], CONTINUE_ON_FAILURE)",Chrome 74.0.3729.157,,,2019-05-19 17:44:26,2019-05-19 17:44:27,1.210s,FAILED
"setText(findTestObject(""TC_1/Page_New community/input_What is your community called_style__StyledInput-sc-17zryot-2 jHXlSy""), findTestData(""Community"").getValue(1, 1))",Chrome 74.0.3729.157,,,2019-05-19 17:44:27,2019-05-19 17:44:27,0.032s,FAILED
"setText(findTestObject(""TC_1/Page_New community/textarea_Describe it in 140 characters or less_style__StyledTextArea-sc-17zryot-3 hSQZHk""), findTestData(""Community"").getValue(2, 1))",Chrome 74.0.3729.157,,,2019-05-19 17:44:27,2019-05-19 17:44:27,0.104s,FAILED
"if (findTestData(""Community"").getValue(4, 1) == ""1"")",Chrome 74.0.3729.157,,,2019-05-19 17:44:27,2019-05-19 17:44:27,0.052s,FAILED
"check(findTestObject(""TC_1/Page_New community/div_checkmarkI have read the Spectrum Code of Conduct and agree to enforce it in my community""))",Chrome 74.0.3729.157,,,2019-05-19 17:44:27,2019-05-19 17:44:27,0.022s,FAILED
"if (verifyElementClickable(findTestObject(""Object Repository/TC_1/Page_New community/button_Create Community  Continue"")))",Chrome 74.0.3729.157,,,2019-05-19 17:44:27,2019-05-19 17:44:28,0.029s,FAILED
else,Chrome 74.0.3729.157,,,2019-05-19 17:44:28,2019-05-19 17:44:28,0.007s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-19 17:44:28,2019-05-19 17:44:28,0.014s,PASSED
,,,,,,,
Test Cases/Tao_Community_002,Chrome 74.0.3729.157,,,2019-05-19 17:44:28,2019-05-19 17:47:22,2m - 54.507s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 74.0.3729.157,,,2019-05-19 17:44:28,2019-05-19 17:44:28,0.002s,PASSED
"openBrowser(""http://localhost:3000/"")",Chrome 74.0.3729.157,,,2019-05-19 17:44:28,2019-05-19 17:45:53,1m - 24.691s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,2019-05-19 17:45:53,2019-05-19 17:46:08,15.037s,PASSED
"click(findTestObject(""TC_1/Page_Spectrum/button_Create your community""))",Chrome 74.0.3729.157,,,2019-05-19 17:46:08,2019-05-19 17:46:15,7.645s,PASSED
"callTestCase(findTestCase(""Login""), [:], CONTINUE_ON_FAILURE)",Chrome 74.0.3729.157,,,2019-05-19 17:46:15,2019-05-19 17:46:54,39.099s,PASSED
"setText(findTestObject(""TC_1/Page_New community/input_What is your community called_style__StyledInput-sc-17zryot-2 jHXlSy""), findTestData(""Community"").getValue(1, 1))",Chrome 74.0.3729.157,,,2019-05-19 17:46:54,2019-05-19 17:46:58,4.091s,PASSED
"if (verifyElementVisible(findTestObject(""Object Repository/TC_1/Page_New community/p_This url is already taken - feel free to change it if youre set on the name test community"")))",Chrome 74.0.3729.157,,,2019-05-19 17:46:58,2019-05-19 17:47:17,18.570s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-19 17:47:17,2019-05-19 17:47:22,5.080s,PASSED
,,,,,,,
Test Cases/Tao_Community_003,Chrome 74.0.3729.157,,,2019-05-19 17:47:22,2019-05-19 17:47:23,0.741s,ERROR
,,,,,,,
Test Cases/Tao_Community_004,Chrome 74.0.3729.157,,,2019-05-19 17:47:23,2019-05-19 17:47:23,0.619s,ERROR
,,,,,,,
Test Cases/Tao_Community_005,Chrome 74.0.3729.157,,,2019-05-19 17:47:23,2019-05-19 17:47:24,0.244s,ERROR
,,,,,,,
Test Cases/Update_Community_001,Chrome 74.0.3729.157,,,2019-05-19 17:47:24,2019-05-19 17:51:55,4m - 30.841s,FAILED
"openBrowser(""http://localhost:3000/test-community/settings"")",Chrome 74.0.3729.157,,,2019-05-19 17:47:24,2019-05-19 17:47:42,17.784s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,2019-05-19 17:47:42,2019-05-19 17:47:46,4.122s,PASSED
"callTestCase(findTestCase(""Login""), [:], CONTINUE_ON_FAILURE)",Chrome 74.0.3729.157,,,2019-05-19 17:47:46,2019-05-19 17:48:39,52.666s,PASSED
"click(findTestObject(""TC_1/Page_test_community community/button_Settings""))",Chrome 74.0.3729.157,,,2019-05-19 17:48:39,2019-05-19 17:49:13,33.902s,FAILED
"clearText(findTestObject(""TC_1/Page_test_community settings/input_Name_style__StyledInput-sc-17zryot-2 jHXlSy (1)""))",Chrome 74.0.3729.157,,,2019-05-19 17:49:13,2019-05-19 17:49:45,31.999s,FAILED
"clearText(findTestObject(""TC_1/Page_test_community settings/textarea_Description_style__StyledTextArea-sc-17zryot-3 hSQZHk""))",Chrome 74.0.3729.157,,,2019-05-19 17:49:45,2019-05-19 17:50:17,32.065s,FAILED
"setText(findTestObject(""TC_1/Page_test_community settings/input_Name_style__StyledInput-sc-17zryot-2 jHXlSy (1)""), ""update community"")",Chrome 74.0.3729.157,,,2019-05-19 17:50:17,2019-05-19 17:50:49,31.904s,FAILED
"setText(findTestObject(""TC_1/Page_test_community settings/textarea_Description_style__StyledTextArea-sc-17zryot-3 hSQZHk""), ""update community"")",Chrome 74.0.3729.157,,,2019-05-19 17:50:49,2019-05-19 17:51:20,31.824s,FAILED
"click(findTestObject(""TC_1/Page_test_community settings/button_Save""))",Chrome 74.0.3729.157,,,2019-05-19 17:51:20,2019-05-19 17:51:52,32.088s,FAILED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-19 17:51:52,2019-05-19 17:51:55,2.060s,PASSED
,,,,,,,
Test Cases/Update_Community_002,Chrome 74.0.3729.157,,,2019-05-19 17:51:55,2019-05-19 17:56:03,4m - 8.242s,FAILED
"openBrowser(""http://localhost:3000/test-community/settings"")",Chrome 74.0.3729.157,,,2019-05-19 17:51:55,2019-05-19 17:52:09,13.805s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,2019-05-19 17:52:09,2019-05-19 17:52:11,2.125s,PASSED
"callTestCase(findTestCase(""Login""), [:], CONTINUE_ON_FAILURE)",Chrome 74.0.3729.157,,,2019-05-19 17:52:11,2019-05-19 17:52:47,35.986s,PASSED
"click(findTestObject(""TC_1/Page_test_community community/button_Settings""))",Chrome 74.0.3729.157,,,2019-05-19 17:52:47,2019-05-19 17:53:20,33.148s,FAILED
"clearText(findTestObject(""TC_1/Page_test_community settings/input_Name_style__StyledInput-sc-17zryot-2 jHXlSy (1)""))",Chrome 74.0.3729.157,,,2019-05-19 17:53:20,2019-05-19 17:53:52,32.125s,FAILED
"clearText(findTestObject(""TC_1/Page_test_community settings/textarea_Description_style__StyledTextArea-sc-17zryot-3 hSQZHk""))",Chrome 74.0.3729.157,,,2019-05-19 17:53:52,2019-05-19 17:54:24,31.881s,FAILED
"setText(findTestObject(""TC_1/Page_test_community settings/input_Name_style__StyledInput-sc-17zryot-2 jHXlSy (1)""), """")",Chrome 74.0.3729.157,,,2019-05-19 17:54:24,2019-05-19 17:54:56,31.870s,FAILED
"setText(findTestObject(""TC_1/Page_test_community settings/textarea_Description_style__StyledTextArea-sc-17zryot-3 hSQZHk""), """")",Chrome 74.0.3729.157,,,2019-05-19 17:54:56,2019-05-19 17:55:29,33.072s,FAILED
"click(findTestObject(""TC_1/Page_test_community settings/button_Save""))",Chrome 74.0.3729.157,,,2019-05-19 17:55:29,2019-05-19 17:56:01,31.806s,FAILED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-19 17:56:01,2019-05-19 17:56:03,2.123s,PASSED
,,,,,,,
Test Cases/Update_Community_003,Chrome 74.0.3729.157,,,2019-05-19 17:56:03,2019-05-19 17:57:47,1m - 44.562s,PASSED
"openBrowser(""http://localhost:3000/test-community/settings"")",Chrome 74.0.3729.157,,,2019-05-19 17:56:03,2019-05-19 17:56:20,16.466s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,2019-05-19 17:56:20,2019-05-19 17:56:34,14.477s,PASSED
"callTestCase(findTestCase(""Login""), [:], CONTINUE_ON_FAILURE)",Chrome 74.0.3729.157,,,2019-05-19 17:56:34,2019-05-19 17:57:07,33.290s,PASSED
"click(findTestObject(""TC_1/Page_test_community community/button_Settings""))",Chrome 74.0.3729.157,,,2019-05-19 17:57:07,2019-05-19 17:57:29,21.809s,PASSED
"clearText(findTestObject(""TC_1/Page_test_community settings/input_Name_style__StyledInput-sc-17zryot-2 jHXlSy (1)""))",Chrome 74.0.3729.157,,,2019-05-19 17:57:29,2019-05-19 17:57:34,4.627s,PASSED
"clearText(findTestObject(""TC_1/Page_test_community settings/textarea_Description_style__StyledTextArea-sc-17zryot-3 hSQZHk""))",Chrome 74.0.3729.157,,,2019-05-19 17:57:34,2019-05-19 17:57:36,2.125s,PASSED
"setText(findTestObject(""TC_1/Page_test_community settings/input_Name_style__StyledInput-sc-17zryot-2 jHXlSy (1)""), """")",Chrome 74.0.3729.157,,,2019-05-19 17:57:36,2019-05-19 17:57:39,3.098s,PASSED
"setText(findTestObject(""TC_1/Page_test_community settings/textarea_Description_style__StyledTextArea-sc-17zryot-3 hSQZHk""), ""update community"")",Chrome 74.0.3729.157,,,2019-05-19 17:57:39,2019-05-19 17:57:42,3.439s,PASSED
"click(findTestObject(""TC_1/Page_test_community settings/button_Save""))",Chrome 74.0.3729.157,,,2019-05-19 17:57:42,2019-05-19 17:57:45,2.192s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-19 17:57:45,2019-05-19 17:57:47,2.801s,PASSED
,,,,,,,
Test Cases/Update_Community_004,Chrome 74.0.3729.157,,,2019-05-19 17:57:47,2019-05-19 17:59:52,2m - 4.423s,PASSED
"openBrowser(""http://localhost:3000/test-community/settings"")",Chrome 74.0.3729.157,,,2019-05-19 17:57:48,2019-05-19 17:58:08,20.430s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,,2019-05-19 17:58:08,2019-05-19 17:58:12,3.574s,PASSED
"callTestCase(findTestCase(""Login""), [:], CONTINUE_ON_FAILURE)",Chrome 74.0.3729.157,,,2019-05-19 17:58:12,2019-05-19 17:59:09,57.188s,PASSED
"click(findTestObject(""TC_1/Page_test_community community/button_Settings""))",Chrome 74.0.3729.157,,,2019-05-19 17:59:09,2019-05-19 17:59:35,25.783s,PASSED
