Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"Run all test cases Nghia",Chrome 79.0.3945.88,,,2019-12-28 19:52:22,2019-12-28 20:12:51,20m - 1229.601s,PASSED
,,,,,,,
"Test Cases/Team Settings/Edit allowing users with specific domain",Chrome 79.0.3945.88,,,2019-12-28 19:52:23,2019-12-28 19:52:41,18.077s,PASSED
"openBrowser("")",Chrome 79.0.3945.88,,,2019-12-28 19:52:23,,,PASSED
"navigateToUrl("http://10.242.158.30:8065/")",Chrome 79.0.3945.88,,,2019-12-28 19:52:33,,,PASSED
"setText(findTestObject("Page_Mattermost/input_All team communication in one place s_703ef5"), "huunghia160799@gmail.com")",Chrome 79.0.3945.88,,,2019-12-28 19:52:34,,,PASSED
"setEncryptedText(findTestObject("Page_Mattermost/input_All team communication in one place s_2f2733"), "5dDHh3xkZ2HksT7UmrBd0Q==")",Chrome 79.0.3945.88,,,2019-12-28 19:52:35,,,PASSED
"sendKeys(findTestObject("Page_Mattermost/input_All team communication in one place s_2f2733"), Keys.chord(ENTER))",Chrome 79.0.3945.88,,,2019-12-28 19:52:36,,,PASSED
"click(findTestObject("Page_ Town Square - cs300 Mattermost/button_nghia_username_style--none sidebar-h_21d8b3"))",Chrome 79.0.3945.88,,,2019-12-28 19:52:36,,,PASSED
"click(findTestObject("Page_ Town Square - cs300 Mattermost/button_Team Settings"))",Chrome 79.0.3945.88,,,2019-12-28 19:52:37,,,PASSED
"click(findTestObject("Page_ Town Square - cs300 Mattermost/button_Edit"))",Chrome 79.0.3945.88,,,2019-12-28 19:52:37,,,PASSED
"click(findTestObject("Page_ Town Square - cs300 Mattermost/button_Save"))",Chrome 79.0.3945.88,,,2019-12-28 19:52:39,,,PASSED
"click(findTestObject("Object Repository/Page_ Town Square - cs300 Mattermost/button_Close"))",Chrome 79.0.3945.88,,,2019-12-28 19:52:39,,,PASSED
"closeBrowser()",Chrome 79.0.3945.88,,,2019-12-28 19:52:40,,,PASSED
,,,,,,,
"Test Cases/Account Setting/ChangeTheme",Chrome 79.0.3945.88,,,2019-12-28 19:52:41,2019-12-28 19:53:32,51.247s,PASSED
"data = findTestData("Data_In_Test_AccountSettings")",Chrome 79.0.3945.88,,,2019-12-28 19:52:41,,,PASSED
"for (def index : (0..(data.getRowNumbers() - 1)))",Chrome 79.0.3945.88,,,2019-12-28 19:52:41,,,PASSED
"openBrowser("")",Chrome 79.0.3945.88,,,2019-12-28 19:52:41,,,PASSED
"navigateToUrl("http://10.242.158.30:8065/cs300/channels/cs300_test")",Chrome 79.0.3945.88,,,2019-12-28 19:52:46,,,PASSED
