Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Run All Test Cases,Edge Chromium 97,,,1/14/2022 21:31,1/14/2022 22:28,57m - 6.281s,FAILED
,,,,,,,
Test Cases/Admin Site/Login with Admin,Edge Chromium 97,If login with admin account administration site will present,,1/14/2022 21:34,1/14/2022 21:37,2m - 56.023s,PASSED
"openBrowser("""")",Edge Chromium 97,,,1/14/2022 21:34,1/14/2022 21:34,27.881s,PASSED
"navigateToUrl(""http://localhost/"")",Edge Chromium 97,,,1/14/2022 21:34,1/14/2022 21:36,1m - 28.424s,PASSED
"click(findTestObject(""Object Repository/Admin Site/Page_Local Moodle/a_Log in""))",Edge Chromium 97,,,1/14/2022 21:36,1/14/2022 21:36,6.290s,PASSED
"setText(findTestObject(""Object Repository/Admin Site/Page_Local Moodle Log in to the site/input_Username_username""), ""admin"")",Edge Chromium 97,,,1/14/2022 21:36,1/14/2022 21:36,0.813s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Admin Site/Page_Local Moodle Log in to the site/input_Password_password""), ""bfAykA/oWJ09FXmiKh6lyuuLu8QhG1K5"")",Edge Chromium 97,,,1/14/2022 21:36,1/14/2022 21:36,0.466s,PASSED
"click(findTestObject(""Object Repository/Admin Site/Page_Local Moodle Log in to the site/button_Log in""))",Edge Chromium 97,,,1/14/2022 21:36,1/14/2022 21:36,18.514s,PASSED
"click(findTestObject(""Object Repository/Admin Site/Page_Nh ca ti/span_Qun tr khu vc""))",Edge Chromium 97,,,1/14/2022 21:36,1/14/2022 21:37,30.666s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Admin Site/Page_Moodle Khu vc qun tr Tm kim/a_Qun tr khu vc""), 0)",Edge Chromium 97,,,1/14/2022 21:37,1/14/2022 21:37,2.959s,PASSED
,,,,,,,
Test Cases/Admin Site/Change full site name,Edge Chromium 97,,,1/14/2022 21:37,1/14/2022 21:39,2m - 5.678s,PASSED
"callTestCase(findTestCase(""Admin Site/Login with Admin""), [:], STOP_ON_FAILURE)",Edge Chromium 97,,,1/14/2022 21:37,1/14/2022 21:38,1m - 14.841s,PASSED
"click(findTestObject(""Object Repository/Admin Site/Page_Moodle Khu vc qun tr Tm kim/a_Thit t trang ch""))",Edge Chromium 97,,,1/14/2022 21:38,1/14/2022 21:38,23.444s,PASSED
"setText(findTestObject(""Object Repository/Admin Site/Page_Moodle Khu vc qun tr Trang ch Thit t trang ch/input_fullname_s__fullname""), new_site_name)",Edge Chromium 97,,,1/14/2022 21:38,1/14/2022 21:38,1.098s,PASSED
"click(findTestObject(""Object Repository/Admin Site/Page_Moodle Khu vc qun tr Trang ch Thit t trang ch/button_Lu cc thay i""))",Edge Chromium 97,,,1/14/2022 21:38,1/14/2022 21:39,13.196s,PASSED
"click(findTestObject(""Object Repository/Admin Site/Page_Moodle Khu vc qun tr Trang ch Thit t trang ch/a_Qun tr Thnh vin""))",Edge Chromium 97,,,1/14/2022 21:39,1/14/2022 21:39,0.992s,PASSED
"click(findTestObject(""Object Repository/Admin Site/Page_Moodle Khu vc qun tr Trang ch Thit t trang ch/span_Thot""))",Edge Chromium 97,,,1/14/2022 21:39,1/14/2022 21:39,1.141s,PASSED
"verifyElementText(findTestObject(""Object Repository/Admin Site/Page_New Moodle/h1_New Moodle_1""), new_site_name)",Edge Chromium 97,,,1/14/2022 21:39,1/14/2022 21:39,7.306s,PASSED
closeBrowser(),Edge Chromium 97,,,1/14/2022 21:39,1/14/2022 21:39,3.283s,PASSED
,,,,,,,
Test Cases/Admin Site/Turn on Maintaince mode,Edge Chromium 97,,,1/14/2022 21:41,1/14/2022 21:41,24.750s,FAILED
"callTestCase(findTestCase(""Admin Site/Login with Admin""), [:], STOP_ON_FAILURE)",Edge Chromium 97,,,1/14/2022 21:41,1/14/2022 21:41,24.734s,FAILED
,,,,,,,
Test Cases/Create New User/Create Normal User,Edge Chromium 97,,,1/14/2022 21:43,1/14/2022 21:43,34.142s,FAILED
"callTestCase(findTestCase(""Admin Site/Login with Admin""), [:], STOP_ON_FAILURE)",Edge Chromium 97,,,1/14/2022 21:43,1/14/2022 21:43,34.117s,FAILED
,,,,,,,
Test Cases/Create New User/Create New User Password Fail,Edge Chromium 97,,,1/14/2022 21:45,1/14/2022 21:45,28.768s,FAILED
"callTestCase(findTestCase(""Admin Site/Login with Admin""), [:], STOP_ON_FAILURE)",Edge Chromium 97,,,1/14/2022 21:45,1/14/2022 21:45,28.767s,FAILED
,,,,,,,
Test Cases/Create New User/Create New User With Full Information,Edge Chromium 97,,,1/14/2022 21:46,1/14/2022 21:47,28.681s,FAILED
"callTestCase(findTestCase(""Admin Site/Login with Admin""), [:], STOP_ON_FAILURE)",Edge Chromium 97,,,1/14/2022 21:46,1/14/2022 21:47,28.677s,FAILED
,,,,,,,
Test Cases/Create New User/Create Teacher,Edge Chromium 97,,,1/14/2022 21:48,1/14/2022 21:49,24.097s,FAILED
"callTestCase(findTestCase(""Admin Site/Login with Admin""), [:], STOP_ON_FAILURE)",Edge Chromium 97,,,1/14/2022 21:48,1/14/2022 21:49,24.093s,FAILED
,,,,,,,
Test Cases/Create New User/Spam Create User,Edge Chromium 97,use for loop to create 5 new user,,1/14/2022 21:50,1/14/2022 21:50,22.294s,FAILED
"callTestCase(findTestCase(""Admin Site/Login with Admin""), [:], STOP_ON_FAILURE)",Edge Chromium 97,,,1/14/2022 21:50,1/14/2022 21:50,22.294s,FAILED
,,,,,,,
Test Cases/Create User by CSV/Create By CSV Success,Edge Chromium 97,,,1/14/2022 21:51,1/14/2022 21:52,23.253s,FAILED
"callTestCase(findTestCase(""Admin Site/Login with Admin""), [:], STOP_ON_FAILURE)",Edge Chromium 97,,,1/14/2022 21:51,1/14/2022 21:52,23.243s,FAILED
,,,,,,,
Test Cases/Create User by CSV/Create by CSV warning,Edge Chromium 97,,,1/14/2022 21:53,1/14/2022 21:53,24.199s,FAILED
"callTestCase(findTestCase(""Admin Site/Login with Admin""), [:], STOP_ON_FAILURE)",Edge Chromium 97,,,1/14/2022 21:53,1/14/2022 21:53,24.199s,FAILED
,,,,,,,
Test Cases/Teacher and Grade/Grade for student,Edge Chromium 97,,,1/14/2022 21:54,1/14/2022 21:56,2m - 14.800s,PASSED
"openBrowser("""")",Edge Chromium 97,,,1/14/2022 21:54,1/14/2022 21:54,6.305s,PASSED
"navigateToUrl(""http://localhost/"")",Edge Chromium 97,,,1/14/2022 21:54,1/14/2022 21:54,3.962s,PASSED
"click(findTestObject(""Object Repository/Teacher and Grade/Page_Local Moodle/a_Log in""))",Edge Chromium 97,,,1/14/2022 21:54,1/14/2022 21:54,0.620s,PASSED
"setText(findTestObject(""Object Repository/Teacher and Grade/Page_Local Moodle Log in to the site/input_Username_username""), ""lcbinh"")",Edge Chromium 97,,,1/14/2022 21:54,1/14/2022 21:54,0.896s,PASSED
