Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Run all test case,Chrome 97.0.4692.71,,,2022-01-17 16:37:41,2022-01-17 17:07:14,29m - 33.238s,FAILED
,,,,,,,
Test Cases/40.FeedBack,Chrome 97.0.4692.71,,,2022-01-17 16:37:41,2022-01-17 16:38:27,45.604s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 16:37:42,2022-01-17 16:37:46,3.982s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 16:37:46,2022-01-17 16:37:50,3.706s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 16:37:50,2022-01-17 16:37:53,3.112s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""ptnha19"")",Chrome 97.0.4692.71,,,2022-01-17 16:37:53,2022-01-17 16:37:56,3.398s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""5R3Ima4A+eOeCrCDRGMLmJpaGR3V3+YI"")",Chrome 97.0.4692.71,,,2022-01-17 16:37:56,2022-01-17 16:37:58,2.275s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 16:37:58,2022-01-17 16:37:59,1.176s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-17 16:37:59,2022-01-17 16:38:05,5.538s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Security Key_mx_Field_4""), ""PF4jXtbe/5x5+S5PgN4Kl/QbANAkWZYKqKaG9gW6gn+Po31AOnak0DX8GoEzAUkskgpeON1UhfEqZG0XXngJPA=="")",Chrome 97.0.4692.71,,,2022-01-17 16:38:05,2022-01-17 16:38:08,2.556s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-17 16:38:08,2022-01-17 16:38:09,1.123s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Done""))",Chrome 97.0.4692.71,,,2022-01-17 16:38:09,2022-01-17 16:38:11,1.895s,PASSED
"rightClick(findTestObject(""Object Repository/Page_Element/img_Review_mx_BaseAvatar_image""))",Chrome 97.0.4692.71,,,2022-01-17 16:38:11,2022-01-17 16:38:11,0.493s,PASSED
"click(findTestObject(""Object Repository/Page_Element/span_Feedback""))",Chrome 97.0.4692.71,,,2022-01-17 16:38:11,2022-01-17 16:38:12,1.382s,PASSED
delay(5),Chrome 97.0.4692.71,,,2022-01-17 16:38:12,2022-01-17 16:38:17,5.032s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_a""), ""a"")",Chrome 97.0.4692.71,,,2022-01-17 16:38:17,2022-01-17 16:38:20,2.172s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_ab""), ""ab"")",Chrome 97.0.4692.71,,,2022-01-17 16:38:20,2022-01-17 16:38:22,2.174s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_abc""), ""abc"")",Chrome 97.0.4692.71,,,2022-01-17 16:38:22,2022-01-17 16:38:24,2.160s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Send feedback""))",Chrome 97.0.4692.71,,,2022-01-17 16:38:24,2022-01-17 16:38:25,1.105s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_OK""))",Chrome 97.0.4692.71,,,2022-01-17 16:38:25,2022-01-17 16:38:26,1.097s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-17 16:38:26,2022-01-17 16:38:27,0.705s,PASSED
,,,,,,,
Test Cases/49.LogInFail_03,Chrome 97.0.4692.71,,,2022-01-17 16:38:27,2022-01-17 16:38:44,16.680s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 16:38:27,2022-01-17 16:38:28,1.270s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 16:38:28,2022-01-17 16:38:31,2.937s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 16:38:31,2022-01-17 16:38:35,3.630s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""Matrix"")",Chrome 97.0.4692.71,,,2022-01-17 16:38:35,2022-01-17 16:38:38,3.397s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""wE3H8sMRrXo="")",Chrome 97.0.4692.71,,,2022-01-17 16:38:38,2022-01-17 16:38:41,2.232s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 16:38:41,2022-01-17 16:38:42,1.169s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Incorrect username andor password""))",Chrome 97.0.4692.71,,,2022-01-17 16:38:42,2022-01-17 16:38:43,1.129s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-17 16:38:43,2022-01-17 16:38:44,0.664s,PASSED
,,,,,,,
Test Cases/77.PreferenceCodeBlock,Chrome 97.0.4692.71,,,2022-01-17 16:38:44,2022-01-17 16:39:18,34.017s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 16:38:44,2022-01-17 16:38:45,1.287s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 16:38:45,2022-01-17 16:38:48,2.438s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 16:38:48,2022-01-17 16:38:52,4.199s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""ptnha19"")",Chrome 97.0.4692.71,,,2022-01-17 16:38:52,2022-01-17 16:38:55,3.144s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""5R3Ima4A+eOeCrCDRGMLmJpaGR3V3+YI"")",Chrome 97.0.4692.71,,,2022-01-17 16:38:55,2022-01-17 16:38:57,2.265s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 16:38:57,2022-01-17 16:38:58,1.149s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-17 16:38:58,2022-01-17 16:39:05,6.265s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Security Key_mx_Field_4""), ""PF4jXtbe/5x5+S5PgN4Kl/QbANAkWZYKqKaG9gW6gn+Po31AOnak0DX8GoEzAUkskgpeON1UhfEqZG0XXngJPA=="")",Chrome 97.0.4692.71,,,2022-01-17 16:39:05,2022-01-17 16:39:07,2.520s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-17 16:39:07,2022-01-17 16:39:08,1.117s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Done""))",Chrome 97.0.4692.71,,,2022-01-17 16:39:08,2022-01-17 16:39:10,1.928s,PASSED
"rightClick(findTestObject(""Object Repository/Page_Element/img_Review_mx_BaseAvatar_image""))",Chrome 97.0.4692.71,,,2022-01-17 16:39:10,2022-01-17 16:39:11,0.499s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_All settings""))",Chrome 97.0.4692.71,,,2022-01-17 16:39:11,2022-01-17 16:39:12,1.248s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Preferences""))",Chrome 97.0.4692.71,,,2022-01-17 16:39:12,2022-01-17 16:39:13,1.190s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Enable automatic language detection for_7a18d5""))",Chrome 97.0.4692.71,,,2022-01-17 16:39:13,2022-01-17 16:39:15,1.692s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Enable automatic language detection for_9f13ec""))",Chrome 97.0.4692.71,,,2022-01-17 16:39:15,2022-01-17 16:39:16,1.098s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Settings_mx_AccessibleButton mx_Dialog__4987e8""))",Chrome 97.0.4692.71,,,2022-01-17 16:39:16,2022-01-17 16:39:17,1.098s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-17 16:39:17,2022-01-17 16:39:18,0.685s,PASSED
,,,,,,,
Test Cases/78.RightClickSpace,Chrome 97.0.4692.71,,,2022-01-17 16:39:18,2022-01-17 16:39:56,38.716s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 16:39:18,2022-01-17 16:39:19,1.159s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 16:39:19,2022-01-17 16:39:21,2.547s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 16:39:21,2022-01-17 16:39:26,4.969s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""ptnha19"")",Chrome 97.0.4692.71,,,2022-01-17 16:39:26,2022-01-17 16:39:30,3.627s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""5R3Ima4A+eOeCrCDRGMLmJpaGR3V3+YI"")",Chrome 97.0.4692.71,,,2022-01-17 16:39:30,2022-01-17 16:39:32,2.239s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 16:39:32,2022-01-17 16:39:33,1.143s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-17 16:39:33,2022-01-17 16:39:41,7.532s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Security Key_mx_Field_4""), ""PF4jXtbe/5x5+S5PgN4Kl/QbANAkWZYKqKaG9gW6gn+Po31AOnak0DX8GoEzAUkskgpeON1UhfEqZG0XXngJPA=="")",Chrome 97.0.4692.71,,,2022-01-17 16:39:41,2022-01-17 16:39:46,4.720s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-17 16:39:46,2022-01-17 16:39:47,1.149s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Done""))",Chrome 97.0.4692.71,,,2022-01-17 16:39:47,2022-01-17 16:39:49,2.020s,PASSED
"rightClick(findTestObject(""Object Repository/Page_Element/span_H""))",Chrome 97.0.4692.71,,,2022-01-17 16:39:49,2022-01-17 16:39:50,0.636s,PASSED
"click(findTestObject(""Object Repository/Page_Element/span_Manage  explore rooms""))",Chrome 97.0.4692.71,,,2022-01-17 16:39:50,2022-01-17 16:39:51,1.165s,PASSED
"setText(findTestObject(""Object Repository/Page_Element  hey ban Khoa/input_This is a test space_mx_textinput_ico_852234""), ""abc"")",Chrome 97.0.4692.71,,,2022-01-17 16:39:51,2022-01-17 16:39:54,3.199s,PASSED
"click(findTestObject(""Object Repository/Page_Element  hey ban Khoa/div_This is a test space_mx_AccessibleButto_bf32ba""))",Chrome 97.0.4692.71,,,2022-01-17 16:39:54,2022-01-17 16:39:56,1.721s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-17 16:39:56,2022-01-17 16:39:56,0.714s,PASSED
,,,,,,,
Test Cases/80.PreferemcesSpace_RightClick,Chrome 97.0.4692.71,,,2022-01-17 16:39:56,2022-01-17 16:40:29,32.727s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 16:39:57,2022-01-17 16:39:58,1.366s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 16:39:58,2022-01-17 16:40:01,2.604s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 16:40:01,2022-01-17 16:40:05,4.271s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""ptnha19"")",Chrome 97.0.4692.71,,,2022-01-17 16:40:05,2022-01-17 16:40:08,3.566s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""5R3Ima4A+eOeCrCDRGMLmJpaGR3V3+YI"")",Chrome 97.0.4692.71,,,2022-01-17 16:40:08,2022-01-17 16:40:11,2.228s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 16:40:11,2022-01-17 16:40:12,1.132s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-17 16:40:12,2022-01-17 16:40:18,5.804s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Security Key_mx_Field_4""), ""PF4jXtbe/5x5+S5PgN4Kl/QbANAkWZYKqKaG9gW6gn+Po31AOnak0DX8GoEzAUkskgpeON1UhfEqZG0XXngJPA=="")",Chrome 97.0.4692.71,,,2022-01-17 16:40:18,2022-01-17 16:40:20,2.557s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-17 16:40:20,2022-01-17 16:40:21,1.123s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Done""))",Chrome 97.0.4692.71,,,2022-01-17 16:40:21,2022-01-17 16:40:23,1.934s,PASSED
"rightClick(findTestObject(""Object Repository/Page_Element/span_H""))",Chrome 97.0.4692.71,,,2022-01-17 16:40:23,2022-01-17 16:40:24,0.327s,PASSED
"click(findTestObject(""Object Repository/Page_Element/span_Preferences""))",Chrome 97.0.4692.71,,,2022-01-17 16:40:24,2022-01-17 16:40:25,1.237s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sections to show_mx_Checkbox_background""))",Chrome 97.0.4692.71,,,2022-01-17 16:40:25,2022-01-17 16:40:26,1.109s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sections to show_mx_Checkbox_checkmark""))",Chrome 97.0.4692.71,,,2022-01-17 16:40:26,2022-01-17 16:40:27,1.407s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Preferences_mx_AccessibleButton mx_Dial_364915""))",Chrome 97.0.4692.71,,,2022-01-17 16:40:27,2022-01-17 16:40:28,1.087s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-17 16:40:28,2022-01-17 16:40:29,0.680s,PASSED
,,,,,,,
Test Cases/82.SignIn02,Chrome 97.0.4692.71,,,2022-01-17 16:40:29,2022-01-17 16:41:12,43.311s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 16:40:29,2022-01-17 16:40:30,1.247s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 16:40:30,2022-01-17 16:40:33,2.459s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_English (US)""))",Chrome 97.0.4692.71,,,2022-01-17 16:40:33,2022-01-17 16:40:38,4.677s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Explore rooms_mx_LanguageDropdown_input""), ""Dan"")",Chrome 97.0.4692.71,,,2022-01-17 16:40:38,2022-01-17 16:40:40,2.221s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Dansk""))",Chrome 97.0.4692.71,,,2022-01-17 16:40:40,2022-01-17 16:40:43,2.836s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Dansk_1""))",Chrome 97.0.4692.71,,,2022-01-17 16:40:43,2022-01-17 16:40:45,2.684s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Explore rooms_mx_LanguageDropdown_input""), ""Eng"")",Chrome 97.0.4692.71,,,2022-01-17 16:40:45,2022-01-17 16:40:48,2.184s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_English""))",Chrome 97.0.4692.71,,,2022-01-17 16:40:48,2022-01-17 16:40:50,2.137s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Explore rooms""))",Chrome 97.0.4692.71,,,2022-01-17 16:40:50,2022-01-17 16:40:52,1.909s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Explore rooms_mx_AccessibleButton mx_Di_ac37a4""))",Chrome 97.0.4692.71,,,2022-01-17 16:40:52,2022-01-17 16:40:53,1.225s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 16:40:53,2022-01-17 16:40:54,1.124s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""ptnha19"")",Chrome 97.0.4692.71,,,2022-01-17 16:40:54,2022-01-17 16:40:57,3.084s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""5R3Ima4A+eOeCrCDRGMLmJpaGR3V3+YI"")",Chrome 97.0.4692.71,,,2022-01-17 16:40:57,2022-01-17 16:40:59,2.189s,PASSED
