Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Run all test case,Chrome 97.0.4692.71,,,2022-01-17 22:59:13,2022-01-17 23:38:43,39m - 30.777s,FAILED
,,,,,,,
Test Cases/40.FeedBack,Chrome 97.0.4692.71,,,2022-01-17 22:59:13,2022-01-17 23:00:05,52.032s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 22:59:13,2022-01-17 22:59:16,2.872s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 22:59:16,2022-01-17 22:59:18,2.488s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 22:59:18,2022-01-17 22:59:22,3.872s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""ptnha19"")",Chrome 97.0.4692.71,,,2022-01-17 22:59:22,2022-01-17 22:59:27,4.508s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""5R3Ima4A+eOeCrCDRGMLmJpaGR3V3+YI"")",Chrome 97.0.4692.71,,,2022-01-17 22:59:27,2022-01-17 22:59:29,2.265s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 22:59:29,2022-01-17 22:59:30,1.152s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-17 22:59:30,2022-01-17 22:59:41,11.135s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Security Key_mx_Field_4""), ""PF4jXtbe/5x5+S5PgN4Kl/QbANAkWZYKqKaG9gW6gn+Po31AOnak0DX8GoEzAUkskgpeON1UhfEqZG0XXngJPA=="")",Chrome 97.0.4692.71,,,2022-01-17 22:59:41,2022-01-17 22:59:44,3.076s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-17 22:59:44,2022-01-17 22:59:46,1.130s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Done""))",Chrome 97.0.4692.71,,,2022-01-17 22:59:46,2022-01-17 22:59:48,2.008s,PASSED
"rightClick(findTestObject(""Object Repository/Page_Element/img_Review_mx_BaseAvatar_image""))",Chrome 97.0.4692.71,,,2022-01-17 22:59:48,2022-01-17 22:59:48,0.461s,PASSED
"click(findTestObject(""Object Repository/Page_Element/span_Feedback""))",Chrome 97.0.4692.71,,,2022-01-17 22:59:48,2022-01-17 22:59:49,1.147s,PASSED
delay(5),Chrome 97.0.4692.71,,,2022-01-17 22:59:49,2022-01-17 22:59:54,5.036s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_a""), ""a"")",Chrome 97.0.4692.71,,,2022-01-17 22:59:54,2022-01-17 22:59:57,2.627s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_ab""), ""ab"")",Chrome 97.0.4692.71,,,2022-01-17 22:59:57,2022-01-17 22:59:59,2.194s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_abc""), ""abc"")",Chrome 97.0.4692.71,,,2022-01-17 22:59:59,2022-01-17 23:00:01,2.166s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Send feedback""))",Chrome 97.0.4692.71,,,2022-01-17 23:00:01,2022-01-17 23:00:02,1.110s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_OK""))",Chrome 97.0.4692.71,,,2022-01-17 23:00:02,2022-01-17 23:00:03,1.137s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-17 23:00:03,2022-01-17 23:00:05,1.350s,PASSED
,,,,,,,
Test Cases/49.LogInFail_03,Chrome 97.0.4692.71,,,2022-01-17 23:00:05,2022-01-17 23:00:23,18.129s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 23:00:05,2022-01-17 23:00:07,2.108s,PASSED
