Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Run all test case,Chrome 97.0.4692.71,,,2022-01-17 22:49:52,2022-01-17 23:19:36,29m - 43.713s,PASSED
,,,,,,,
Test Cases/6.Search_join_public_room,Chrome 97.0.4692.71,,,2022-01-17 22:49:53,2022-01-17 22:50:23,29.836s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 22:49:53,2022-01-17 22:49:55,2.031s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 22:49:55,2022-01-17 22:49:58,2.999s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 22:49:58,2022-01-17 22:50:01,2.846s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""ptnha19"")",Chrome 97.0.4692.71,,,2022-01-17 22:50:01,2022-01-17 22:50:05,3.847s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""5R3Ima4A+eOeCrCDRGMLmJpaGR3V3+YI"")",Chrome 97.0.4692.71,,,2022-01-17 22:50:05,2022-01-17 22:50:07,2.295s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 22:50:07,2022-01-17 22:50:08,1.138s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-17 22:50:08,2022-01-17 22:50:14,6.114s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Security Key_mx_Field_4""), ""PF4jXtbe/5x5+S5PgN4Kl/QbANAkWZYKqKaG9gW6gn+Po31AOnak0DX8GoEzAUkskgpeON1UhfEqZG0XXngJPA=="")",Chrome 97.0.4692.71,,,2022-01-17 22:50:14,2022-01-17 22:50:17,3.015s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-17 22:50:17,2022-01-17 22:50:18,1.120s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Done""))",Chrome 97.0.4692.71,,,2022-01-17 22:50:18,2022-01-17 22:50:21,2.268s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Rooms_mx_AccessibleButton mx_RoomSublis_27fc2e""))",Chrome 97.0.4692.71,,,2022-01-17 22:50:21,2022-01-17 22:50:22,1.212s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-17 22:50:22,2022-01-17 22:50:23,0.668s,PASSED
,,,,,,,
Test Cases/30.ReferencesRoomList,Chrome 97.0.4692.71,,,2022-01-17 22:50:23,2022-01-17 22:50:54,31.625s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 22:50:23,2022-01-17 22:50:24,1.141s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 22:50:24,2022-01-17 22:50:27,3.142s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 22:50:27,2022-01-17 22:50:31,4.120s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""ptnha19"")",Chrome 97.0.4692.71,,,2022-01-17 22:50:31,2022-01-17 22:50:35,4.170s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""5R3Ima4A+eOeCrCDRGMLmJpaGR3V3+YI"")",Chrome 97.0.4692.71,,,2022-01-17 22:50:35,2022-01-17 22:50:38,2.215s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 22:50:38,2022-01-17 22:50:39,1.118s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-17 22:50:39,2022-01-17 22:50:45,6.472s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Security Key_mx_Field_4""), ""PF4jXtbe/5x5+S5PgN4Kl/QbANAkWZYKqKaG9gW6gn+Po31AOnak0DX8GoEzAUkskgpeON1UhfEqZG0XXngJPA=="")",Chrome 97.0.4692.71,,,2022-01-17 22:50:45,2022-01-17 22:50:48,2.546s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-17 22:50:48,2022-01-17 22:50:49,1.106s,PASSED
