Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Run all test case,Chrome 97.0.4692.71,,,2022-01-17 15:01:17,2022-01-17 15:31:56,30m - 39.299s,FAILED
,,,,,,,
Test Cases/40.FeedBack,Chrome 97.0.4692.71,,,2022-01-17 15:01:17,2022-01-17 15:02:03,46.323s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 15:01:18,2022-01-17 15:01:20,2.835s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 15:01:20,2022-01-17 15:01:23,2.980s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 15:01:23,2022-01-17 15:01:27,3.744s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""ptnha19"")",Chrome 97.0.4692.71,,,2022-01-17 15:01:27,2022-01-17 15:01:30,3.261s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""5R3Ima4A+eOeCrCDRGMLmJpaGR3V3+YI"")",Chrome 97.0.4692.71,,,2022-01-17 15:01:30,2022-01-17 15:01:33,2.744s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 15:01:33,2022-01-17 15:01:34,1.262s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-17 15:01:34,2022-01-17 15:01:41,6.553s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Security Key_mx_Field_4""), ""PF4jXtbe/5x5+S5PgN4Kl/QbANAkWZYKqKaG9gW6gn+Po31AOnak0DX8GoEzAUkskgpeON1UhfEqZG0XXngJPA=="")",Chrome 97.0.4692.71,,,2022-01-17 15:01:41,2022-01-17 15:01:44,2.610s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-17 15:01:44,2022-01-17 15:01:45,1.157s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Done""))",Chrome 97.0.4692.71,,,2022-01-17 15:01:45,2022-01-17 15:01:47,2.047s,PASSED
"rightClick(findTestObject(""Object Repository/Page_Element/img_Review_mx_BaseAvatar_image""))",Chrome 97.0.4692.71,,,2022-01-17 15:01:47,2022-01-17 15:01:47,0.509s,PASSED
"click(findTestObject(""Object Repository/Page_Element/span_Feedback""))",Chrome 97.0.4692.71,,,2022-01-17 15:01:47,2022-01-17 15:01:49,1.289s,PASSED
delay(5),Chrome 97.0.4692.71,,,2022-01-17 15:01:49,2022-01-17 15:01:54,5.031s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_a""), ""a"")",Chrome 97.0.4692.71,,,2022-01-17 15:01:54,2022-01-17 15:01:56,2.176s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_ab""), ""ab"")",Chrome 97.0.4692.71,,,2022-01-17 15:01:56,2022-01-17 15:01:58,2.194s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_abc""), ""abc"")",Chrome 97.0.4692.71,,,2022-01-17 15:01:58,2022-01-17 15:02:00,2.168s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Send feedback""))",Chrome 97.0.4692.71,,,2022-01-17 15:02:00,2022-01-17 15:02:01,1.136s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_OK""))",Chrome 97.0.4692.71,,,2022-01-17 15:02:01,2022-01-17 15:02:03,1.198s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-17 15:02:03,2022-01-17 15:02:03,0.974s,PASSED
,,,,,,,
Test Cases/49.LogInFail_03,Chrome 97.0.4692.71,,,2022-01-17 15:02:03,2022-01-17 15:02:24,20.393s,PASSED
