Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Run all test case,Chrome 97.0.4692.71,,,2022-01-17 17:29:43,2022-01-17 18:01:10,31m - 27.123s,FAILED
,,,,,,,
Test Cases/40.FeedBack,Chrome 97.0.4692.71,,,2022-01-17 17:29:43,2022-01-17 17:30:29,45.905s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 17:29:44,2022-01-17 17:29:47,3.600s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 17:29:47,2022-01-17 17:29:51,3.877s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 17:29:51,2022-01-17 17:29:54,3.010s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""ptnha19"")",Chrome 97.0.4692.71,,,2022-01-17 17:29:54,2022-01-17 17:29:58,3.334s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""5R3Ima4A+eOeCrCDRGMLmJpaGR3V3+YI"")",Chrome 97.0.4692.71,,,2022-01-17 17:29:58,2022-01-17 17:30:00,2.314s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 17:30:00,2022-01-17 17:30:01,1.187s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-17 17:30:01,2022-01-17 17:30:07,5.874s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Security Key_mx_Field_4""), ""PF4jXtbe/5x5+S5PgN4Kl/QbANAkWZYKqKaG9gW6gn+Po31AOnak0DX8GoEzAUkskgpeON1UhfEqZG0XXngJPA=="")",Chrome 97.0.4692.71,,,2022-01-17 17:30:07,2022-01-17 17:30:10,2.972s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-17 17:30:10,2022-01-17 17:30:11,1.118s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Done""))",Chrome 97.0.4692.71,,,2022-01-17 17:30:11,2022-01-17 17:30:13,1.831s,PASSED
"rightClick(findTestObject(""Object Repository/Page_Element/img_Review_mx_BaseAvatar_image""))",Chrome 97.0.4692.71,,,2022-01-17 17:30:13,2022-01-17 17:30:13,0.508s,PASSED
"click(findTestObject(""Object Repository/Page_Element/span_Feedback""))",Chrome 97.0.4692.71,,,2022-01-17 17:30:13,2022-01-17 17:30:15,1.269s,PASSED
delay(5),Chrome 97.0.4692.71,,,2022-01-17 17:30:15,2022-01-17 17:30:20,5.026s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_a""), ""a"")",Chrome 97.0.4692.71,,,2022-01-17 17:30:20,2022-01-17 17:30:22,2.165s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_ab""), ""ab"")",Chrome 97.0.4692.71,,,2022-01-17 17:30:22,2022-01-17 17:30:24,2.175s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_abc""), ""abc"")",Chrome 97.0.4692.71,,,2022-01-17 17:30:24,2022-01-17 17:30:26,2.167s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Send feedback""))",Chrome 97.0.4692.71,,,2022-01-17 17:30:26,2022-01-17 17:30:27,1.123s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_OK""))",Chrome 97.0.4692.71,,,2022-01-17 17:30:27,2022-01-17 17:30:28,1.107s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-17 17:30:28,2022-01-17 17:30:29,0.748s,PASSED
,,,,,,,
Test Cases/49.LogInFail_03,Chrome 97.0.4692.71,,,2022-01-17 17:30:29,2022-01-17 17:30:46,16.743s,PASSED
