Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DemoTSP,Chrome 100.0.4896.88,,,2022-04-16 13:26:56,2022-04-16 13:43:31,16m - 34.954s,FAILED
,,,,,,,
Test Cases/TestCase01,Chrome 100.0.4896.88,,,2022-04-16 13:26:56,2022-04-16 13:27:19,23.402s,PASSED
"openBrowser("""")",Chrome 100.0.4896.88,,,2022-04-16 13:26:56,2022-04-16 13:26:59,2.311s,PASSED
"navigateToUrl(""https://tiki.vn/"")",Chrome 100.0.4896.88,,,2022-04-16 13:26:59,2022-04-16 13:27:01,2.186s,PASSED
"click(findTestObject(""Object Repository/Page_Tiki - Mua hng online gi tt, hng chun,_f1f5b0/div_Nh Ca""))",Chrome 100.0.4896.88,,,2022-04-16 13:27:01,2022-04-16 13:27:02,0.586s,PASSED
"click(findTestObject(""Object Repository/Page_Mua online Nh Ca - i Sng gi cc tt  Tiki/a_dng v thit b nh tm""))",Chrome 100.0.4896.88,,,2022-04-16 13:27:02,2022-04-16 13:27:03,1.784s,PASSED
"click(findTestObject(""Object Repository/Page_Mua online  dng v thit b nh tm gi cc tt  Tiki/img_Gi cao_WebpImg__StyledImg-sc-h3ozu8-0 fWjUGo""))",Chrome 100.0.4896.88,,,2022-04-16 13:27:03,2022-04-16 13:27:13,9.388s,PASSED
"click(findTestObject(""Object Repository/Page_K TREO QUN O CHNG G  giy c th tho ri G_328f07/span_Trang ch""))",Chrome 100.0.4896.88,,,2022-04-16 13:27:13,2022-04-16 13:27:14,0.962s,PASSED
"click(findTestObject(""Object Repository/Page_Tiki - Mua hng online gi tt, hng chun,_f1f5b0/div_Gia Dng""))",Chrome 100.0.4896.88,,,2022-04-16 13:27:14,2022-04-16 13:27:16,1.878s,PASSED
"click(findTestObject(""Object Repository/Page_Mua online in Gia Dng gi cc tt  Tiki/img_Ni bn_icon-check-off""))",Chrome 100.0.4896.88,,,2022-04-16 13:27:16,2022-04-16 13:27:19,3.166s,PASSED
closeBrowser(),Chrome 100.0.4896.88,,,2022-04-16 13:27:19,2022-04-16 13:27:19,0.737s,PASSED
,,,,,,,
Test Cases/TestCase02,Chrome 100.0.4896.88,,,2022-04-16 13:27:19,2022-04-16 13:27:41,21.805s,PASSED
"openBrowser("""")",Chrome 100.0.4896.88,,,2022-04-16 13:27:20,2022-04-16 13:27:21,1.335s,PASSED
"navigateToUrl(""https://tiki.vn/"")",Chrome 100.0.4896.88,,,2022-04-16 13:27:21,2022-04-16 13:27:24,2.574s,PASSED
"click(findTestObject(""Object Repository/Page_Tiki - Mua hng online gi tt, hng chun,_f1f5b0/div_Tht, Rau C""))",Chrome 100.0.4896.88,,,2022-04-16 13:27:24,2022-04-16 13:27:27,3.244s,PASSED
"click(findTestObject(""Object Repository/Page_Mua rau c sch online, tht c, thc phm g_af6b2d/img_Va m bn_WebpImg__StyledImg-sc-h3ozu8-0 fWjUGo""))",Chrome 100.0.4896.88,,,2022-04-16 13:27:27,2022-04-16 13:27:28,1.502s,PASSED
"click(findTestObject(""Object Repository/Page_Rau c, tht c, hi sn. khuyn mi sc bn ti_2ca85b/img_Va m bn_WebpImg__StyledImg-sc-h3ozu8-0 fWjUGo""))",Chrome 100.0.4896.88,,,2022-04-16 13:27:28,2022-04-16 13:27:33,4.548s,PASSED
