Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DemoTSP,Chrome 100.0.4896.88,,,2022-04-16 11:31:59,2022-04-16 11:45:33,13m - 33.912s,FAILED
,,,,,,,
Test Cases/TestCase01,Chrome 100.0.4896.88,,,2022-04-16 11:31:59,2022-04-16 11:32:31,31.412s,PASSED
"openBrowser("""")",Chrome 100.0.4896.88,,,2022-04-16 11:32:00,2022-04-16 11:32:02,2.573s,PASSED
"navigateToUrl(""https://tiki.vn/"")",Chrome 100.0.4896.88,,,2022-04-16 11:32:02,2022-04-16 11:32:05,2.378s,PASSED
"click(findTestObject(""Object Repository/Page_Tiki - Mua hng online gi tt, hng chun,_f1f5b0/div_Nh Ca""))",Chrome 100.0.4896.88,,,2022-04-16 11:32:05,2022-04-16 11:32:06,1.156s,PASSED
"click(findTestObject(""Object Repository/Page_Mua online Nh Ca - i Sng gi cc tt  Tiki/a_dng v thit b nh tm""))",Chrome 100.0.4896.88,,,2022-04-16 11:32:06,2022-04-16 11:32:10,3.766s,PASSED
"click(findTestObject(""Object Repository/Page_Mua online  dng v thit b nh tm gi cc tt  Tiki/img_Gi cao_WebpImg__StyledImg-sc-h3ozu8-0 fWjUGo""))",Chrome 100.0.4896.88,,,2022-04-16 11:32:10,2022-04-16 11:32:14,4.296s,PASSED
"click(findTestObject(""Object Repository/Page_K TREO QUN O CHNG G  giy c th tho ri G_328f07/span_Trang ch""))",Chrome 100.0.4896.88,,,2022-04-16 11:32:14,2022-04-16 11:32:25,10.871s,PASSED
"click(findTestObject(""Object Repository/Page_Tiki - Mua hng online gi tt, hng chun,_f1f5b0/div_Gia Dng""))",Chrome 100.0.4896.88,,,2022-04-16 11:32:25,2022-04-16 11:32:27,1.971s,PASSED
"click(findTestObject(""Object Repository/Page_Mua online in Gia Dng gi cc tt  Tiki/img_Ni bn_icon-check-off""))",Chrome 100.0.4896.88,,,2022-04-16 11:32:27,2022-04-16 11:32:30,3.233s,PASSED
