Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Run all test cases,Edge Chromium 97,,,2022-01-16 20:31:44,2022-01-16 20:55:57,24m - 13.432s,FAILED
,,,,,,,
Test Cases/Create Manager,Edge Chromium 97,,,2022-01-16 20:31:44,2022-01-16 20:32:26,42.317s,PASSED
"openBrowser("""")",Edge Chromium 97,,,2022-01-16 20:31:45,2022-01-16 20:31:48,3.657s,PASSED
"navigateToUrl(""http://localhost/"")",Edge Chromium 97,,,2022-01-16 20:31:48,2022-01-16 20:31:50,1.465s,PASSED
"click(findTestObject(""Object Repository/Page_Home page/a_Log in""))",Edge Chromium 97,,,2022-01-16 20:31:50,2022-01-16 20:31:51,1.507s,PASSED
"setText(findTestObject(""Object Repository/Page_Home page Log in to the site/input_Username_username""), ""admin"")",Edge Chromium 97,,,2022-01-16 20:31:51,2022-01-16 20:31:52,1.008s,PASSED
"setEncryptedText(findTestObject(""Page_Home page Log in to the site/input_Password_password (1)""), ""OFhcon1PzObx3ErJAwGfGA=="")",Edge Chromium 97,,,2022-01-16 20:31:52,2022-01-16 20:31:53,0.681s,PASSED
"click(findTestObject(""Object Repository/Page_Home page Log in to the site/button_Log in""))",Edge Chromium 97,,,2022-01-16 20:31:53,2022-01-16 20:31:55,2.073s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_Site administration""))",Edge Chromium 97,,,2022-01-16 20:31:55,2022-01-16 20:31:57,2.369s,PASSED
"scrollToPosition(0, 0)",Edge Chromium 97,,,2022-01-16 20:31:57,2022-01-16 20:31:57,0.027s,PASSED
"click(findTestObject(""Object Repository/Page_Group10 Administration Search/a_Users""))",Edge Chromium 97,,,2022-01-16 20:31:57,2022-01-16 20:31:58,0.548s,PASSED
"click(findTestObject(""Object Repository/Page_Group10 Administration Search/a_Add a new user""))",Edge Chromium 97,,,2022-01-16 20:31:58,2022-01-16 20:32:00,1.780s,PASSED
"setText(findTestObject(""Object Repository/Page_Group10 Administration Users Accounts _5007a8/input_Username_username""), ""manager1"")",Edge Chromium 97,,,2022-01-16 20:32:00,2022-01-16 20:32:01,1.413s,PASSED
