Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Run all test cases,Edge Chromium 97,,,2022-01-14 12:00:14,2022-01-14 12:19:20,19m - 6.070s,FAILED
,,,,,,,
Test Cases/Login as admin,Edge Chromium 97,,,2022-01-14 12:00:14,2022-01-14 12:00:25,11.273s,PASSED
"openBrowser("""")",Edge Chromium 97,,,2022-01-14 12:00:15,2022-01-14 12:00:18,3.461s,PASSED
"navigateToUrl(""http://localhost/"")",Edge Chromium 97,,,2022-01-14 12:00:18,2022-01-14 12:00:21,2.964s,PASSED
"click(findTestObject(""Object Repository/Page_My Moodle/a_Log in""))",Edge Chromium 97,,,2022-01-14 12:00:21,2022-01-14 12:00:22,0.863s,PASSED
"setText(findTestObject(""Object Repository/Page_My Moodle Log in to the site/input_Username_username""), ""admin"")",Edge Chromium 97,,,2022-01-14 12:00:22,2022-01-14 12:00:23,0.854s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_My Moodle Log in to the site/input_Password_password""), ""7Dxoto1EjKfQbGop/Ov+1g=="")",Edge Chromium 97,,,2022-01-14 12:00:23,2022-01-14 12:00:23,0.497s,PASSED
"click(findTestObject(""Object Repository/Page_My Moodle Log in to the site/button_Log in""))",Edge Chromium 97,,,2022-01-14 12:00:23,2022-01-14 12:00:25,2.196s,PASSED
,,,,,,,
Test Cases/Admin config file system (create repositories),Edge Chromium 97,,,2022-01-14 12:00:25,2022-01-14 12:00:44,18.931s,PASSED
"callTestCase(findTestCase(""Login as admin""), [:], STOP_ON_FAILURE)",Edge Chromium 97,,,2022-01-14 12:00:26,2022-01-14 12:00:32,6.537s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/span_Site administration""))",Edge Chromium 97,,,2022-01-14 12:00:32,2022-01-14 12:00:37,4.845s,PASSED
"navigateToUrl(""http://localhost/admin/search.php"")",Edge Chromium 97,,,2022-01-14 12:00:37,2022-01-14 12:00:38,0.641s,PASSED
"click(findTestObject(""Object Repository/Page_Moodle Administration Search/a_Plugins""))",Edge Chromium 97,,,2022-01-14 12:00:38,2022-01-14 12:00:38,0.526s,PASSED
"click(findTestObject(""Object Repository/Page_Moodle Administration Search/a_Manage repositories""))",Edge Chromium 97,,,2022-01-14 12:00:38,2022-01-14 12:00:40,1.745s,PASSED
