Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
RunAllTestCases,Firefox 71.0,,,2019-12-22 03:42:14,2019-12-22 04:02:36,20m - 1222.994s,PASSED
,,,,,,,
Test Cases/Account_setting/edit_email,Firefox 71.0,,,2019-12-22 03:42:14,2019-12-22 03:42:36,22.698s,PASSED
openBrowser(""),Firefox 71.0,,,2019-12-22 03:42:14,,,PASSED
navigateToUrl("https://automating-test.herokuapp.com/"),Firefox 71.0,,,2019-12-22 03:42:19,,,PASSED
setText(findTestObject("Page_Mattermost/input_All team communication in one place s_703ef5"), "test1"),Firefox 71.0,,,2019-12-22 03:42:22,,,PASSED
setEncryptedText(findTestObject("Page_Mattermost/input_All team communication in one place s_2f2733"), "oagVfJEzz+A="),Firefox 71.0,,,2019-12-22 03:42:26,,,PASSED
click(findTestObject("Page_Mattermost/span_Sign in")),Firefox 71.0,,,2019-12-22 03:42:27,,,PASSED
click(findTestObject("Object Repository/create_channel/Page_Town Square - khoa1 Mattermost/span")),Firefox 71.0,,,2019-12-22 03:42:28,,,PASSED
click(findTestObject("Object Repository/create_channel/Page_Town Square - khoa1 Mattermost/button_Account Settings")),Firefox 71.0,,,2019-12-22 03:42:32,,,PASSED
click(findTestObject("Object Repository/create_channel/Page_Town Square - khoa1 Mattermost/span_Edit")),Firefox 71.0,,,2019-12-22 03:42:33,,,PASSED
setText(findTestObject("Object Repository/create_channel/Page_Town Square - khoa1 Mattermost/input_New Email_primaryEmail"), "phucminh@gmail.com"),Firefox 71.0,,,2019-12-22 03:42:34,,,PASSED
setText(findTestObject("Object Repository/create_channel/Page_Town Square - khoa1 Mattermost/input_Confirm Email_confirmEmail"), "phucminh@gmail.com"),Firefox 71.0,,,2019-12-22 03:42:34,,,PASSED
setEncryptedText(findTestObject("Object Repository/create_channel/Page_Town Square - khoa1 Mattermost/input_Current Password_currentPassword"), "oagVfJEzz+A="),Firefox 71.0,,,2019-12-22 03:42:35,,,PASSED
click(findTestObject("Object Repository/create_channel/Page_Town Square - khoa1 Mattermost/span_Save")),Firefox 71.0,,,2019-12-22 03:42:35,,,PASSED
click(findTestObject("Page_Town Square - khoa1 Mattermost/span_")),Firefox 71.0,,,2019-12-22 03:42:36,,,PASSED
,,,,,,,
Test Cases/Account_setting/edit_email_fail,Firefox 71.0,,,2019-12-22 03:42:37,2019-12-22 03:42:59,22.815s,PASSED
openBrowser(""),Firefox 71.0,,,2019-12-22 03:42:37,,,PASSED
navigateToUrl("https://automating-test.herokuapp.com/"),Firefox 71.0,,,2019-12-22 03:42:41,,,PASSED
