Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Run all test cases,Chrome 97.0.4692.71,,,2022-01-17 09:24:22,2022-01-17 09:41:33,17m - 10.976s,PASSED
,,,,,,,
Test Cases/Admin Role/UI01 - Check Tags,Chrome 97.0.4692.71,,,2022-01-17 09:24:22,2022-01-17 09:25:01,38.307s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 09:24:23,2022-01-17 09:24:26,3.359s,PASSED
"navigateToUrl(""http://localhost/"")",Chrome 97.0.4692.71,,,2022-01-17 09:24:26,2022-01-17 09:24:27,0.686s,PASSED
"click(findTestObject(""Object Repository/Admin - Tri/Page_Moodle Test/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-17 09:24:27,2022-01-17 09:24:28,1.052s,PASSED
"setText(findTestObject(""Object Repository/Admin - Tri/Page_Moodle Test Log in to the site/input_Username_username""), ""admin"")",Chrome 97.0.4692.71,,,2022-01-17 09:24:28,2022-01-17 09:24:29,0.885s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Admin - Tri/Page_Moodle Test Log in to the site/input_Password_password""), ""P9qAtrfGE4lqAMtoOIyadQ=="")",Chrome 97.0.4692.71,,,2022-01-17 09:24:29,2022-01-17 09:24:29,0.532s,PASSED
"click(findTestObject(""Object Repository/Admin - Tri/Page_Moodle Test Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-17 09:24:29,2022-01-17 09:24:31,1.124s,PASSED
"click(findTestObject(""Object Repository/Admin - Tri/Page_Dashboard/span_Site administration""))",Chrome 97.0.4692.71,,,2022-01-17 09:24:31,2022-01-17 09:24:32,1.733s,PASSED
"click(findTestObject(""Object Repository/Admin - Tri/Page_moodle Administration Search/a_Analytics""))",Chrome 97.0.4692.71,,,2022-01-17 09:24:32,2022-01-17 09:24:33,1.010s,PASSED
